memory_id,user_id,timestamp,memory_text,category,importance_score,emotional_score,keywords,embedding_vector,source,last_accessed,access_count,expiry_score,context_tags,linked_memories,sentiment,confidence_score
M0312,U187,2024-11-06 14:34:46,User wants to become an AI engineer,emotion,6.4,7.9,"AI, learning, career","[-0.5412, -0.4645, 0.925, 0.3233, 0.6344]",voice,2025-01-01 14:34:46,14,0.52,"technology, education","M0741, M0924",positive,0.65
M0313,U174,2025-12-05 14:34:46,User completed a cloud computing project,career_goal,5.1,6.6,"AI, learning, career","[0.3276, 0.7232, -0.5946, -0.2192, 0.924]",document,2026-01-29 14:34:46,18,0.36,"technology, education","M0437, M0073",neutral,0.84
M0314,U152,2025-01-21 14:34:46,User wants to become an AI engineer,personal_info,7.8,3.4,"AI, learning, career","[-0.7441, 0.0083, -0.2431, 0.9115, 0.9699]",image,2025-03-14 14:34:46,18,0.91,"technology, education","M0842, M0806",neutral,0.67
M0315,U174,2026-01-23 14:34:46,User enjoys studying machine learning,relationship,3.1,1.3,"AI, learning, career","[0.0772, -0.9568, 0.5109, -0.1075, 0.603]",voice,2026-03-14 14:34:46,3,0.41,"technology, education","M0592, M0501",negative,0.92
M0316,U051,2025-04-16 14:34:46,User wants to become an AI engineer,project,9.6,5.2,"AI, learning, career","[0.5415, 0.2175, -0.0537, 0.2442, 0.0313]",image,2025-05-31 14:34:46,2,0.98,"technology, education","M0277, M0718",positive,0.97
M0317,U063,2025-02-13 14:34:46,User wants to become an AI engineer,personal_info,7.4,5.6,"AI, learning, career","[-0.2813, 0.1969, -0.7627, 0.83, -0.3831]",chatbot,2025-06-09 14:34:46,17,0.48,"technology, education","M0474, M0479",neutral,0.88
M0318,U083,2024-10-03 14:34:46,User completed a cloud computing project,habit,5.9,1.7,"AI, learning, career","[0.988, -0.5955, -0.1055, -0.2392, 0.2918]",chatbot,2024-12-05 14:34:46,17,0.42,"technology, education","M0017, M0839",neutral,0.84
M0319,U233,2025-01-11 14:34:46,User is building an AI memory engine,personal_info,1.6,3.5,"AI, learning, career","[-0.4064, 0.4309, 0.7593, 0.8106, -0.9092]",document,2025-04-05 14:34:46,13,0.85,"technology, education","M0467, M0764",positive,0.96
M0320,U055,2024-10-31 14:34:46,User practices coding daily,emotion,6.3,2.3,"AI, learning, career","[-0.9593, -0.2981, 0.5763, -0.5561, 0.5017]",document,2025-01-09 14:34:46,2,0.94,"technology, education","M0918, M0990",positive,0.78
M0321,U209,2025-04-15 14:34:46,User is building an AI memory engine,project,5.3,8.9,"AI, learning, career","[-0.3825, 0.6639, -0.5767, -0.18, 0.0261]",chatbot,2025-07-20 14:34:46,3,0.02,"technology, education","M0128, M0304",neutral,0.66
M0322,U029,2024-08-24 14:34:46,User wants to become an AI engineer,schedule,7.1,7.7,"AI, learning, career","[0.6853, 0.6246, -0.275, -0.8782, -0.7074]",image,2024-10-01 14:34:46,15,0.45,"technology, education","M0702, M0465",neutral,0.62
M0323,U045,2025-12-02 14:34:46,User wants to become an AI engineer,habit,8.1,9.0,"AI, learning, career","[0.4031, -0.0493, 0.7768, 0.2694, -0.6227]",chatbot,2026-01-02 14:34:46,13,0.18,"technology, education","M0850, M0865",negative,0.68
M0324,U055,2025-10-12 14:34:46,User wants to become an AI engineer,skill,9.4,2.8,"AI, learning, career","[-0.5545, -0.8489, -0.1073, -0.8232, -0.243]",voice,2025-12-30 14:34:46,19,0.19,"technology, education","M0248, M0579",positive,0.74
M0325,U216,2024-10-28 14:34:46,User completed a cloud computing project,skill,4.7,8.6,"AI, learning, career","[-0.0486, -0.2411, -0.1078, -0.3473, -0.6076]",image,2024-11-29 14:34:46,17,0.04,"technology, education","M0428, M0319",neutral,0.88
M0326,U011,2026-03-17 14:34:46,User completed a cloud computing project,skill,9.3,8.7,"AI, learning, career","[-0.6445, -0.0235, -0.2437, -0.7793, 0.8285]",document,2026-07-14 14:34:46,18,0.29,"technology, education","M0045, M0869",positive,0.86
M0327,U028,2025-11-17 14:34:46,User is building an AI memory engine,study,7.8,6.3,"AI, learning, career","[-0.9232, 0.2521, -0.9256, 0.522, 0.4763]",chatbot,2025-11-21 14:34:46,7,0.6,"technology, education","M0154, M0780",neutral,0.76
M0328,U238,2024-08-14 14:34:46,User completed a cloud computing project,skill,5.5,2.3,"AI, learning, career","[0.5597, -0.6373, -0.3997, -0.6543, -0.9033]",voice,2024-09-04 14:34:46,0,0.33,"technology, education","M0286, M0335",negative,0.79
M0329,U222,2026-02-28 14:34:46,User wants to become an AI engineer,skill,5.9,1.8,"AI, learning, career","[0.2487, -0.9599, 0.3641, -0.2984, 0.6376]",image,2026-03-26 14:34:46,15,0.73,"technology, education","M0603, M0756",negative,0.96
M0330,U138,2025-10-27 14:34:46,User is building an AI memory engine,schedule,3.5,4.1,"AI, learning, career","[-0.9062, 0.809, 0.2901, 0.5383, -0.5716]",chatbot,2026-02-12 14:34:46,18,0.45,"technology, education","M0896, M0536",neutral,0.87
M0331,U145,2025-10-21 14:34:46,User enjoys studying machine learning,habit,9.0,5.7,"AI, learning, career","[-0.457, 0.8903, 0.3702, -0.1419, 0.7111]",chatbot,2026-01-20 14:34:46,19,0.91,"technology, education","M0424, M0526",negative,0.86
M0332,U138,2025-11-22 14:34:46,User wants to become an AI engineer,skill,6.6,3.8,"AI, learning, career","[0.7734, -0.1464, -0.1391, 0.1686, 0.5572]",chatbot,2026-03-09 14:34:46,6,0.67,"technology, education","M0326, M0829",negative,0.84
M0333,U008,2025-08-06 14:34:46,User wants to become an AI engineer,personal_info,9.1,9.3,"AI, learning, career","[0.2056, 0.6012, -0.5531, -0.9867, 0.5114]",document,2025-10-31 14:34:46,8,0.61,"technology, education","M0716, M0609",positive,0.82
M0334,U217,2025-07-11 14:34:46,User completed a cloud computing project,habit,9.5,1.4,"AI, learning, career","[-0.4717, 0.6679, 0.7081, -0.9592, -0.1384]",document,2025-08-05 14:34:46,3,0.59,"technology, education","M0807, M0765",negative,0.66
M0335,U132,2026-05-07 14:34:46,User wants to become an AI engineer,project,9.1,4.6,"AI, learning, career","[-0.5356, -0.3639, 0.1515, 0.1243, -0.3181]",document,2026-08-11 14:34:46,15,0.19,"technology, education","M0162, M0184",negative,0.84
M0336,U147,2025-03-25 14:34:46,User wants to become an AI engineer,career_goal,5.7,6.3,"AI, learning, career","[-0.8974, 0.9081, -0.957, 0.7814, 0.2148]",image,2025-06-30 14:34:46,15,0.8,"technology, education","M0720, M0143",positive,0.73
M0337,U125,2025-11-25 14:34:46,User is building an AI memory engine,personal_info,9.0,2.0,"AI, learning, career","[-0.3717, 0.8439, 0.816, 0.2261, -0.1117]",voice,2025-12-09 14:34:46,17,0.47,"technology, education","M0915, M0632",neutral,0.69
M0338,U248,2024-12-08 14:34:46,User practices coding daily,skill,8.0,5.1,"AI, learning, career","[-0.5539, -0.4691, -0.5229, 0.4662, -0.4932]",voice,2025-01-13 14:34:46,7,0.19,"technology, education","M0081, M0312",negative,0.7
M0339,U033,2024-09-07 14:34:46,User completed a cloud computing project,personal_info,9.5,7.7,"AI, learning, career","[0.8123, -0.007, -0.0879, -0.9125, -0.8106]",chatbot,2024-10-09 14:34:46,14,0.78,"technology, education","M0302, M0442",negative,0.93
M0340,U030,2024-09-17 14:34:46,User wants to become an AI engineer,relationship,2.1,1.6,"AI, learning, career","[-0.7909, 0.2991, 0.9856, 0.0645, 0.5287]",chatbot,2024-11-18 14:34:46,19,0.62,"technology, education","M0754, M0437",positive,0.62
M0341,U148,2026-03-10 14:34:46,User practices coding daily,relationship,2.7,1.4,"AI, learning, career","[0.0272, 0.335, -0.7747, -0.8558, -0.0893]",document,2026-03-26 14:34:46,12,0.85,"technology, education","M0228, M0797",neutral,0.81
M0342,U019,2024-09-09 14:34:46,User wants to become an AI engineer,schedule,7.7,8.6,"AI, learning, career","[0.1787, -0.8075, 0.9159, 0.4229, 0.2478]",document,2024-12-08 14:34:46,17,0.2,"technology, education","M0568, M0484",positive,0.94
M0343,U109,2025-02-13 14:34:46,User is building an AI memory engine,skill,3.5,9.3,"AI, learning, career","[0.1341, -0.8278, -0.6833, 0.2115, 0.8758]",voice,2025-06-07 14:34:46,10,0.23,"technology, education","M0337, M0186",neutral,0.51
M0344,U039,2026-03-28 14:34:46,User practices coding daily,project,9.0,2.1,"AI, learning, career","[0.6033, 0.4978, -0.2259, -0.1155, 0.793]",voice,2026-04-08 14:34:46,12,0.54,"technology, education","M0105, M0596",neutral,0.62
M0345,U150,2024-08-22 14:34:46,User completed a cloud computing project,schedule,6.1,5.8,"AI, learning, career","[-0.7557, -0.1754, -0.5319, 0.21, 0.7882]",voice,2024-10-24 14:34:46,10,0.14,"technology, education","M0170, M0312",positive,0.64
M0346,U008,2024-08-13 14:34:46,User is building an AI memory engine,emotion,6.8,1.5,"AI, learning, career","[-0.7475, -0.386, -0.5635, 0.6027, -0.2194]",voice,2024-09-01 14:34:46,20,0.91,"technology, education","M0200, M0612",neutral,0.54
M0347,U229,2025-04-22 14:34:46,User completed a cloud computing project,career_goal,1.3,4.1,"AI, learning, career","[-0.3163, 0.714, -0.9916, -0.926, 0.7995]",document,2025-05-28 14:34:46,9,0.53,"technology, education","M0346, M0470",positive,0.79
M0348,U165,2025-10-02 14:34:46,User completed a cloud computing project,relationship,2.7,6.8,"AI, learning, career","[0.7332, -0.2066, 0.7905, 0.7897, 0.8282]",image,2025-10-05 14:34:46,3,0.17,"technology, education","M0084, M0446",neutral,0.55
M0349,U056,2025-06-03 14:34:46,User enjoys studying machine learning,habit,1.4,3.5,"AI, learning, career","[-0.7251, -0.611, -0.7738, -0.7647, 0.6026]",image,2025-06-20 14:34:46,14,0.91,"technology, education","M0614, M0724",negative,0.57
M0350,U041,2024-06-25 14:34:46,User wants to become an AI engineer,skill,2.2,6.0,"AI, learning, career","[-0.7126, 0.0171, 0.0226, -0.5357, -0.7538]",voice,2024-09-05 14:34:46,12,0.03,"technology, education","M0895, M0751",positive,0.84
M0351,U074,2025-05-18 14:34:46,User is building an AI memory engine,emotion,9.8,6.9,"AI, learning, career","[-0.0887, 0.0544, 0.2837, 0.3367, 0.434]",document,2025-09-12 14:34:46,9,0.99,"technology, education","M0289, M0492",positive,0.8
M0352,U237,2025-05-22 14:34:46,User completed a cloud computing project,career_goal,5.2,9.7,"AI, learning, career","[-0.5881, -0.0858, -0.4139, 0.4714, 0.1838]",voice,2025-07-17 14:34:46,14,0.05,"technology, education","M0417, M0359",positive,0.6
M0353,U086,2026-02-01 14:34:46,User wants to become an AI engineer,career_goal,1.6,7.7,"AI, learning, career","[0.3936, -0.0364, -0.073, 0.2723, 0.7507]",chatbot,2026-03-19 14:34:46,1,0.79,"technology, education","M0358, M0838",positive,0.97
M0354,U166,2024-12-02 14:34:46,User wants to become an AI engineer,career_goal,8.8,5.9,"AI, learning, career","[-0.6855, -0.212, 0.1817, -0.3918, -0.8158]",document,2024-12-08 14:34:46,4,0.98,"technology, education","M0567, M0478",positive,0.9
M0355,U182,2024-06-27 14:34:46,User enjoys studying machine learning,habit,2.8,5.6,"AI, learning, career","[0.1774, 0.2933, 0.9289, 0.1213, 0.3263]",chatbot,2024-07-05 14:34:46,15,0.2,"technology, education","M0683, M0897",negative,0.92
M0356,U044,2025-12-08 14:34:46,User is building an AI memory engine,habit,4.3,1.4,"AI, learning, career","[-0.5646, 0.5022, -0.6051, -0.1961, 0.9464]",document,2025-12-09 14:34:46,9,0.65,"technology, education","M0651, M0673",positive,0.7
M0357,U058,2025-04-17 14:34:46,User completed a cloud computing project,event,9.4,7.5,"AI, learning, career","[0.1583, 0.3357, 0.8012, -0.9524, 0.6446]",voice,2025-06-29 14:34:46,20,0.39,"technology, education","M0613, M0495",positive,0.75
M0358,U132,2025-06-01 14:34:46,User is building an AI memory engine,personal_info,7.4,4.4,"AI, learning, career","[-0.8772, -0.8831, 0.6591, -0.1901, -0.8503]",image,2025-08-05 14:34:46,17,0.83,"technology, education","M0648, M0040",negative,0.92
M0359,U086,2024-09-06 14:34:46,User wants to become an AI engineer,event,5.4,6.0,"AI, learning, career","[-0.3456, -0.2009, 0.6095, 0.8665, -0.9963]",image,2024-11-16 14:34:46,4,0.25,"technology, education","M0315, M0001",neutral,0.62
M0360,U104,2026-03-24 14:34:46,User completed a cloud computing project,schedule,8.9,9.9,"AI, learning, career","[0.3056, 0.6227, 0.2399, 0.8938, -0.5974]",voice,2026-04-04 14:34:46,12,0.3,"technology, education","M0490, M0469",negative,0.6
M0361,U042,2025-07-25 14:34:46,User is building an AI memory engine,habit,3.0,1.1,"AI, learning, career","[-0.281, 0.5334, 0.4736, -0.7382, 0.7096]",image,2025-10-29 14:34:46,15,0.29,"technology, education","M0595, M0667",neutral,0.65
M0362,U151,2024-12-15 14:34:46,User completed a cloud computing project,study,10.0,5.4,"AI, learning, career","[0.279, 0.2178, -0.7475, -0.0254, 0.4723]",image,2024-12-27 14:34:46,16,0.97,"technology, education","M0270, M0417",positive,0.82
M0363,U101,2026-05-11 14:34:46,User is building an AI memory engine,personal_info,1.0,8.5,"AI, learning, career","[-0.8256, 0.5568, -0.8236, 0.0668, -0.0233]",voice,2026-06-09 14:34:46,14,0.38,"technology, education","M0191, M0323",neutral,0.93
M0364,U061,2024-10-29 14:34:46,User wants to become an AI engineer,relationship,8.4,4.7,"AI, learning, career","[0.6711, 0.6005, -0.4859, 0.4046, 0.4259]",chatbot,2025-02-14 14:34:46,19,0.8,"technology, education","M0068, M0510",positive,0.89
M0365,U080,2024-10-21 14:34:46,User wants to become an AI engineer,project,9.7,3.3,"AI, learning, career","[0.4407, 0.7312, -0.3726, 0.3747, -0.9046]",document,2024-10-25 14:34:46,13,0.32,"technology, education","M0288, M0610",negative,0.73
M0366,U101,2025-03-28 14:34:46,User enjoys studying machine learning,skill,9.0,5.7,"AI, learning, career","[0.7901, 0.1305, 0.1325, -0.9278, 0.618]",voice,2025-06-05 14:34:46,11,0.81,"technology, education","M0480, M0182",negative,0.63
M0367,U027,2026-04-24 14:34:46,User completed a cloud computing project,schedule,9.3,8.2,"AI, learning, career","[-0.708, -0.4971, -0.639, 0.802, -0.3282]",voice,2026-08-17 14:34:46,7,0.14,"technology, education","M0694, M0666",neutral,0.93
M0368,U038,2025-11-19 14:34:46,User is building an AI memory engine,personal_info,3.7,4.2,"AI, learning, career","[0.1698, 0.2618, -0.3807, -0.2332, -0.6862]",document,2026-01-02 14:34:46,20,0.46,"technology, education","M0875, M0024",negative,0.63
M0369,U081,2025-11-04 14:34:46,User completed a cloud computing project,schedule,7.6,9.7,"AI, learning, career","[-0.3104, 0.6841, 0.9811, -0.1438, -0.2905]",document,2026-01-28 14:34:46,18,0.61,"technology, education","M0651, M0860",negative,0.72
M0370,U053,2024-10-31 14:34:46,User is building an AI memory engine,habit,4.2,7.3,"AI, learning, career","[0.2329, 0.0693, 0.5859, 0.7429, -0.6525]",chatbot,2024-12-10 14:34:46,5,0.95,"technology, education","M0378, M0377",negative,0.77
M0371,U145,2026-04-14 14:34:46,User enjoys studying machine learning,skill,7.9,4.3,"AI, learning, career","[-0.6664, -0.3701, -0.73, 0.1691, 0.1231]",document,2026-05-21 14:34:46,13,0.21,"technology, education","M0457, M0773",positive,0.61
M0372,U243,2025-04-05 14:34:46,User wants to become an AI engineer,study,2.4,9.5,"AI, learning, career","[-0.1986, 0.1287, 0.2427, 0.0525, -0.7977]",document,2025-05-05 14:34:46,11,0.76,"technology, education","M0750, M0311",neutral,0.94
M0373,U150,2025-01-28 14:34:46,User is building an AI memory engine,study,4.6,6.8,"AI, learning, career","[0.4203, 0.1263, -0.8201, 0.1047, -0.7279]",image,2025-05-03 14:34:46,19,0.95,"technology, education","M0759, M0481",neutral,0.58
M0374,U241,2024-08-30 14:34:46,User practices coding daily,study,8.5,7.8,"AI, learning, career","[0.8368, 0.8474, -0.1485, 0.0885, 0.0009]",document,2024-11-10 14:34:46,10,0.22,"technology, education","M0567, M0220",neutral,0.52
M0375,U171,2025-03-31 14:34:46,User wants to become an AI engineer,event,8.5,3.7,"AI, learning, career","[-0.175, 0.1078, 0.0246, 0.8351, 0.3138]",chatbot,2025-07-14 14:34:46,8,0.14,"technology, education","M0464, M0032",negative,0.88
M0376,U135,2025-09-09 14:34:46,User completed a cloud computing project,emotion,4.7,8.4,"AI, learning, career","[0.7468, -0.0967, -0.9367, 0.211, 0.2462]",voice,2025-09-14 14:34:46,4,0.51,"technology, education","M0630, M0465",positive,0.83
M0377,U217,2025-10-09 14:34:46,User is building an AI memory engine,habit,7.8,2.0,"AI, learning, career","[0.9492, -0.8702, 0.5585, 0.2062, -0.4343]",image,2025-11-14 14:34:46,3,0.73,"technology, education","M0672, M0104",neutral,0.66
M0378,U245,2026-03-12 14:34:46,User is building an AI memory engine,habit,9.3,8.7,"AI, learning, career","[0.4409, 0.9453, -0.4275, -0.7777, 0.2857]",document,2026-03-21 14:34:46,17,0.04,"technology, education","M0697, M0417",positive,0.96
M0379,U070,2025-02-14 14:34:46,User completed a cloud computing project,skill,9.1,7.8,"AI, learning, career","[0.7109, -0.9385, -0.9397, -0.1827, -0.3356]",image,2025-03-06 14:34:46,7,0.81,"technology, education","M0318, M0354",positive,0.85
M0380,U097,2026-05-07 14:34:46,User completed a cloud computing project,career_goal,5.4,7.8,"AI, learning, career","[-0.6833, -0.4205, 0.1903, -0.3586, 0.9955]",chatbot,2026-07-26 14:34:46,5,0.76,"technology, education","M0010, M0280",positive,0.98
M0381,U203,2025-05-16 14:34:46,User completed a cloud computing project,career_goal,5.7,7.7,"AI, learning, career","[-0.7013, -0.5525, -0.3952, -0.2401, -0.8971]",document,2025-05-26 14:34:46,10,0.6,"technology, education","M0985, M0292",negative,0.63
M0382,U241,2025-03-31 14:34:46,User enjoys studying machine learning,relationship,4.5,2.4,"AI, learning, career","[-0.1934, -0.0503, -0.0193, -0.1032, 0.0218]",voice,2025-05-06 14:34:46,4,0.16,"technology, education","M0496, M0731",neutral,0.84
M0383,U176,2026-05-12 14:34:46,User completed a cloud computing project,event,6.3,3.0,"AI, learning, career","[0.0113, -0.7005, 0.7696, -0.3659, 0.4988]",document,2026-08-13 14:34:46,17,0.78,"technology, education","M0937, M0160",negative,0.99
M0384,U031,2025-03-30 14:34:46,User enjoys studying machine learning,emotion,2.4,7.5,"AI, learning, career","[0.9279, 0.3018, -0.7225, 0.384, -0.4415]",document,2025-04-03 14:34:46,18,0.37,"technology, education","M0728, M0778",negative,0.65
M0385,U005,2025-09-21 14:34:46,User is building an AI memory engine,project,6.4,2.8,"AI, learning, career","[-0.2253, -0.2747, -0.4965, 0.9186, -0.9332]",chatbot,2025-12-11 14:34:46,9,0.07,"technology, education","M0079, M0452",negative,0.51
M0386,U098,2025-01-16 14:34:46,User enjoys studying machine learning,emotion,2.0,6.7,"AI, learning, career","[0.7664, -0.0317, -0.022, 0.0697, 0.0368]",image,2025-04-28 14:34:46,2,0.85,"technology, education","M0320, M0465",neutral,0.58
M0387,U045,2024-07-17 14:34:46,User is building an AI memory engine,career_goal,8.4,4.0,"AI, learning, career","[-0.5851, 0.5217, -0.4281, 0.9292, -0.0737]",voice,2024-09-10 14:34:46,18,0.86,"technology, education","M0324, M0284",neutral,0.85
M0388,U001,2026-01-10 14:34:46,User enjoys studying machine learning,study,5.7,4.0,"AI, learning, career","[-0.4003, -0.2398, -0.1577, -0.3728, -0.7312]",image,2026-04-20 14:34:46,8,0.85,"technology, education","M0372, M0347",positive,0.63
